"year";"plot";"SAD.model";"sp";"rel.abund";"sp.rank"
2015;1;"niche_fitness";"PUPA";0,396090815660661;1
2015;1;"niche_fitness";"CETE";0,296784302472262;2
2015;1;"niche_fitness";"LEMA";0,057547486612016;3
2015;1;"niche_fitness";"SPRU";0,055438068285053;4
2015;1;"niche_fitness";"POMA";0,0361683147565046;5
2015;1;"niche_fitness";"SOAS";0,0332595755471053;6
2015;1;"niche_fitness";"POMO";0,0283214435750279;7
2015;1;"niche_fitness";"PLCO";0,0195865950485336;8
2015;1;"niche_fitness";"BEMA";0,0182975293859772;9
2015;1;"niche_fitness";"HOMA";0,0176060752312073;10
2015;1;"niche_fitness";"SASO";0,0155147455730332;11
2015;1;"niche_fitness";"MESU";0,0126579352401123;12
2015;1;"niche_fitness";"SCLA";0,00586770375261752;13
2015;1;"niche_fitness";"PAIN";0,00508261152295787;14
2015;1;"niche_fitness";"MEEL";0,00177679733693087;15
2015;2;"niche_fitness";"PUPA";0,432676754358509;1
2015;2;"niche_fitness";"CETE";0,264518686901267;2
2015;2;"niche_fitness";"SPRU";0,0713595471225156;3
2015;2;"niche_fitness";"LEMA";0,0546732988528571;4
2015;2;"niche_fitness";"SOAS";0,0395561007249912;5
2015;2;"niche_fitness";"POMA";0,0257565087272918;6
2015;2;"niche_fitness";"POMO";0,0223142113176011;7
2015;2;"niche_fitness";"BEMA";0,0182422820079335;8
2015;2;"niche_fitness";"PLCO";0,0172411636935587;9
2015;2;"niche_fitness";"SASO";0,0165418899041721;10
2015;2;"niche_fitness";"HOMA";0,0149935657439022;11
2015;2;"niche_fitness";"MESU";0,0109359545921805;12
2015;2;"niche_fitness";"SCLA";0,00481102273526361;13
2015;2;"niche_fitness";"PAIN";0,00373556317981407;14
2015;2;"niche_fitness";"MEEL";0,00264345013814231;15
2015;3;"niche_fitness";"PUPA";0,382114521544204;1
2015;3;"niche_fitness";"CETE";0,208797505592131;2
2015;3;"niche_fitness";"CHFU";0,14921124687927;3
2015;3;"niche_fitness";"LEMA";0,0728558967441412;4
2015;3;"niche_fitness";"SOAS";0,0652843349928126;5
2015;3;"niche_fitness";"POMA";0,0423759565528003;6
2015;3;"niche_fitness";"POMO";0,0421503256714706;7
2015;3;"niche_fitness";"MESU";0,0157960005194897;8
2015;3;"niche_fitness";"SASO";0,0127483832351849;9
2015;3;"niche_fitness";"MEEL";0,00591648420510149;10
2015;3;"niche_fitness";"PAIN";0,00274934406339424;11
2015;4;"niche_fitness";"PUPA";0,488947217818752;1
2015;4;"niche_fitness";"LEMA";0,292940666148301;2
2015;4;"niche_fitness";"PLCO";0,117394423662771;3
2015;4;"niche_fitness";"SASO";0,0475448401653601;4
2015;4;"niche_fitness";"BEMA";0,0373640404050857;5
2015;4;"niche_fitness";"PAIN";0,01580881179973;6
2015;5;"niche_fitness";"PUPA";0,515637786029773;1
2015;5;"niche_fitness";"LEMA";0,211838403319724;2
2015;5;"niche_fitness";"SOAS";0,105151617034248;3
2015;5;"niche_fitness";"PLCO";0,0880305267124688;4
2015;5;"niche_fitness";"BEMA";0,0331919762134747;5
2015;5;"niche_fitness";"SASO";0,0328353841485424;6
2015;5;"niche_fitness";"PAIN";0,0133143065417689;7
2015;6;"niche_fitness";"SPRU";0,373326230760005;1
2015;6;"niche_fitness";"LEMA";0,226348447795207;2
2015;6;"niche_fitness";"POMA";0,196320661804658;3
2015;6;"niche_fitness";"PLCO";0,0815492453359114;4
2015;6;"niche_fitness";"SCLA";0,0341724120131204;5
2015;6;"niche_fitness";"SASO";0,0335668525937419;6
2015;6;"niche_fitness";"BEMA";0,0270967623999436;7
2015;6;"niche_fitness";"PAIN";0,0132840062876885;8
2015;6;"niche_fitness";"MEEL";0,0115815546248921;9
2015;6;"niche_fitness";"MESU";0,00275382638483186;10
2015;7;"niche_fitness";"POMA";0,721223347228545;1
2015;7;"niche_fitness";"HOMA";0,196922418979799;2
2015;7;"niche_fitness";"SASO";0,081854233791656;3
2015;8;"niche_fitness";"POMA";0,727351597680854;1
2015;8;"niche_fitness";"HOMA";0,204593090629343;2
2015;8;"niche_fitness";"SASO";0,068055311689803;3
2016;1;"niche_fitness";"CHFU";0,472770405801508;1
2016;1;"niche_fitness";"LEMA";0,170585883247583;2
2016;1;"niche_fitness";"MESU";0,128725055135791;3
2016;1;"niche_fitness";"SASO";0,0700302863307137;4
2016;1;"niche_fitness";"BEMA";0,0635958024811223;5
2016;1;"niche_fitness";"PLCO";0,0415669967010046;6
2016;1;"niche_fitness";"HOMA";0,036789904250865;7
2016;1;"niche_fitness";"SCLA";0,0117105956680574;8
2016;1;"niche_fitness";"PAIN";0,00422507038335581;9
2016;2;"niche_fitness";"CHFU";0,507817550995044;1
2016;2;"niche_fitness";"LEMA";0,162019800128375;2
2016;2;"niche_fitness";"MESU";0,106165592812181;3
2016;2;"niche_fitness";"SASO";0,0740419196804936;4
2016;2;"niche_fitness";"BEMA";0,0637599000753593;5
2016;2;"niche_fitness";"PLCO";0,0356802328155671;6
2016;2;"niche_fitness";"HOMA";0,033368552092362;7
2016;2;"niche_fitness";"SCLA";0,0136305185730834;8
2016;2;"niche_fitness";"PAIN";0,00351593282753431;9
2016;3;"niche_fitness";"CHFU";0,585616668335087;1
2016;3;"niche_fitness";"LEMA";0,209796217632209;2
2016;3;"niche_fitness";"PLCO";0,0588108267466561;3
2016;3;"niche_fitness";"HOMA";0,0499385162321665;4
2016;3;"niche_fitness";"BEMA";0,0478587555300511;5
2016;3;"niche_fitness";"MESU";0,024760423586806;6
2016;3;"niche_fitness";"SCLA";0,0199002291782884;7
2016;3;"niche_fitness";"PAIN";0,0033183627587361;8
2016;4;"niche_fitness";"MESU";0,309926740305695;1
2016;4;"niche_fitness";"LEMA";0,284186928628805;2
2016;4;"niche_fitness";"SASO";0,140690058268394;3
2016;4;"niche_fitness";"BEMA";0,0961711934235823;4
2016;4;"niche_fitness";"PLCO";0,056164111356575;5
2016;4;"niche_fitness";"HOMA";0,0499866126307798;6
2016;4;"niche_fitness";"MEEL";0,0350976771755122;7
2016;4;"niche_fitness";"SCLA";0,0245456805914231;8
2016;4;"niche_fitness";"PAIN";0,00323099761923345;9
2016;5;"niche_fitness";"CHFU";0,438369876470958;1
2016;5;"niche_fitness";"MESU";0,21218039138916;2
2016;5;"niche_fitness";"LEMA";0,183902659243224;3
2016;5;"niche_fitness";"BEMA";0,0585926021684418;4
2016;5;"niche_fitness";"HOMA";0,0304055975783434;5
2016;5;"niche_fitness";"PLCO";0,028928478368174;6
2016;5;"niche_fitness";"SCLA";0,0282588289712599;7
2016;5;"niche_fitness";"MEEL";0,0193615658104396;8
2016;6;"niche_fitness";"LEMA";0,26598528794454;1
2016;6;"niche_fitness";"MESU";0,23814481787823;2
2016;6;"niche_fitness";"SOAS";0,152902150324502;3
2016;6;"niche_fitness";"BEMA";0,0805480773483219;4
2016;6;"niche_fitness";"SASO";0,0762202943584149;5
2016;6;"niche_fitness";"PLCO";0,0680879116295866;6
2016;6;"niche_fitness";"HOMA";0,0563339967635035;7
2016;6;"niche_fitness";"SCLA";0,0344249453072288;8
2016;6;"niche_fitness";"MEEL";0,0246963950542503;9
2016;6;"niche_fitness";"PAIN";0,00265612339142245;10
2016;7;"niche_fitness";"PUPA";0,485132032741228;1
2016;7;"niche_fitness";"CHFU";0,169378341188543;2
2016;7;"niche_fitness";"LEMA";0,0952862442040207;3
2016;7;"niche_fitness";"SOAS";0,0914733226584322;4
2016;7;"niche_fitness";"MESU";0,0705354600919709;5
2016;7;"niche_fitness";"POMA";0,0366727064830978;6
2016;7;"niche_fitness";"BEMA";0,0243513184004606;7
2016;7;"niche_fitness";"SASO";0,00997556245846554;8
2016;7;"niche_fitness";"HOMA";0,00983686719498334;9
2016;7;"niche_fitness";"SCLA";0,00735814457879823;10
2016;8;"niche_fitness";"PUPA";0,437773734932527;1
2016;8;"niche_fitness";"CHFU";0,232863378201172;2
2016;8;"niche_fitness";"SOAS";0,0923065969672354;3
2016;8;"niche_fitness";"MESU";0,0819078928530766;4
2016;8;"niche_fitness";"POMA";0,0577206305617806;5
2016;8;"niche_fitness";"BEMA";0,0271269193319267;6
2016;8;"niche_fitness";"SASO";0,0195213742296653;7
2016;8;"niche_fitness";"HOMA";0,0166112537543222;8
2016;8;"niche_fitness";"POMO";0,012782232174001;9
2016;8;"niche_fitness";"PLCO";0,0123232215734507;10
2016;8;"niche_fitness";"SCLA";0,00779676389989485;11
2016;8;"niche_fitness";"PAIN";0,00126600152094748;12
2016;9;"niche_fitness";"SPRU";0,408033460019874;1
2016;9;"niche_fitness";"LEMA";0,137089789474812;2
2016;9;"niche_fitness";"SOAS";0,128786036197245;3
2016;9;"niche_fitness";"MESU";0,109994406851062;4
2016;9;"niche_fitness";"POMA";0,0475055996883856;5
2016;9;"niche_fitness";"POMO";0,0397903921449416;6
2016;9;"niche_fitness";"BEMA";0,0396803414182764;7
2016;9;"niche_fitness";"SASO";0,0339388410699146;8
2016;9;"niche_fitness";"PLCO";0,0277939240607666;9
2016;9;"niche_fitness";"SCLA";0,0129957985817077;10
2016;9;"niche_fitness";"HOMA";0,0120426661393413;11
2016;9;"niche_fitness";"PAIN";0,00234874435367397;12
2017;1;"niche_fitness";"PUPA";0,401038480667116;1
2017;1;"niche_fitness";"CHMI";0,239708233559027;2
2017;1;"niche_fitness";"CETE";0,199206861969136;3
2017;1;"niche_fitness";"LEMA";0,041289335494637;4
2017;1;"niche_fitness";"POMA";0,0280970380070472;5
2017;1;"niche_fitness";"SASO";0,0277116711569282;6
2017;1;"niche_fitness";"PAIN";0,0226839231000895;7
2017;1;"niche_fitness";"HOMA";0,0157448064402867;8
2017;1;"niche_fitness";"BEMA";0,0133060777331056;9
2017;1;"niche_fitness";"MESU";0,00653328399118019;10
2017;1;"niche_fitness";"PLCO";0,00316979900499354;11
2017;1;"niche_fitness";"SCLA";0,00151048887645337;12
2017;2;"niche_fitness";"PUPA";0,394420168689929;1
2017;2;"niche_fitness";"CETE";0,282910700298478;2
2017;2;"niche_fitness";"CHMI";0,13221204059625;3
2017;2;"niche_fitness";"CHFU";0,0973254054169791;4
2017;2;"niche_fitness";"LEMA";0,0215111047518202;5
2017;2;"niche_fitness";"BEMA";0,0146980664738057;6
2017;2;"niche_fitness";"POMA";0,0137587543189028;7
2017;2;"niche_fitness";"HOMA";0,00843384078488593;8
2017;2;"niche_fitness";"SASO";0,00790088418244968;9
2017;2;"niche_fitness";"PAIN";0,00788448453046844;10
2017;2;"niche_fitness";"MESU";0,00746460107254526;11
2017;2;"niche_fitness";"POMO";0,00708945768126055;12
2017;2;"niche_fitness";"SCLA";0,0024107968218397;13
2017;2;"niche_fitness";"MEEL";0,00197969438038509;14
2017;3;"niche_fitness";"PUPA";0,296008419633574;1
2017;3;"niche_fitness";"CHMI";0,209863496867024;2
2017;3;"niche_fitness";"CETE";0,207855946066492;3
2017;3;"niche_fitness";"CHFU";0,165220817749595;4
2017;3;"niche_fitness";"LEMA";0,0355799866299789;5
2017;3;"niche_fitness";"POMA";0,0229399495167503;6
2017;3;"niche_fitness";"SASO";0,0153640423567467;7
2017;3;"niche_fitness";"BEMA";0,010592771401052;8
2017;3;"niche_fitness";"HOMA";0,0104900519729404;9
2017;3;"niche_fitness";"POMO";0,00930414147641043;10
2017;3;"niche_fitness";"PAIN";0,00914192554526624;11
2017;3;"niche_fitness";"PLCO";0,00338125418434975;12
2017;3;"niche_fitness";"MESU";0,00276881474294149;13
2017;3;"niche_fitness";"SCLA";0,00148838185687893;14
2017;4;"niche_fitness";"PUPA";0,432639220688224;1
2017;4;"niche_fitness";"SPRU";0,338396631746639;2
2017;4;"niche_fitness";"CHFU";0,119039589192315;3
2017;4;"niche_fitness";"POMA";0,0304701903558369;4
2017;4;"niche_fitness";"SASO";0,0287702070091964;5
2017;4;"niche_fitness";"LEMA";0,0252080004228679;6
2017;4;"niche_fitness";"HOMA";0,00839008160624519;7
2017;4;"niche_fitness";"LYTR";0,00606108427711473;8
2017;4;"niche_fitness";"POMO";0,00508640503228162;9
2017;4;"niche_fitness";"PLCO";0,00431611793741093;10
2017;4;"niche_fitness";"PAIN";0,00162247173186769;11
2017;5;"niche_fitness";"PUPA";0,340380300838276;1
2017;5;"niche_fitness";"SPRU";0,264842896133522;2
2017;5;"niche_fitness";"CETE";0,22696285793552;3
2017;5;"niche_fitness";"CHFU";0,086258954480748;4
2017;5;"niche_fitness";"POMA";0,0192843539943162;5
2017;5;"niche_fitness";"LEMA";0,0184238178198238;6
2017;5;"niche_fitness";"BEMA";0,0120418238759477;7
2017;5;"niche_fitness";"SASO";0,0119382088895632;8
2017;5;"niche_fitness";"LYTR";0,00848549243789223;9
2017;5;"niche_fitness";"HOMA";0,00660865229595817;10
2017;5;"niche_fitness";"PAIN";0,00258872797679924;11
2017;5;"niche_fitness";"PLCO";0,0021839133216331;12
2017;6;"niche_fitness";"PUPA";0,785909386009911;1
2017;6;"niche_fitness";"POMA";0,068941411226195;2
2017;6;"niche_fitness";"LEMA";0,0613134649666344;3
2017;6;"niche_fitness";"SASO";0,0368793545411779;4
2017;6;"niche_fitness";"HOMA";0,0185504814680416;5
2017;6;"niche_fitness";"PLCO";0,018130436256038;6
2017;6;"niche_fitness";"LYTR";0,00627018900152359;7
2017;6;"niche_fitness";"PAIN";0,00400527653047882;8
2017;8;"niche_fitness";"PUPA";0,66364588869138;1
2017;8;"niche_fitness";"LYTR";0,257074379306536;2
2017;8;"niche_fitness";"POMA";0,0792797320020845;3
2018;1;"niche_fitness";"PUPA";0,486653775187932;1
2018;1;"niche_fitness";"CETE";0,398448435915632;2
2018;1;"niche_fitness";"POMA";0,0365024449748608;3
2018;1;"niche_fitness";"LEMA";0,0360091736066285;4
2018;1;"niche_fitness";"SASO";0,0188632879941804;5
2018;1;"niche_fitness";"BEMA";0,0148784110666345;6
2018;1;"niche_fitness";"HOMA";0,00864447125413149;7
2018;2;"niche_fitness";"PUPA";0,487900412336994;1
2018;2;"niche_fitness";"CETE";0,399659313239897;2
2018;2;"niche_fitness";"POMA";0,0388739784283208;3
2018;2;"niche_fitness";"LEMA";0,0382192429203022;4
2018;2;"niche_fitness";"BEMA";0,0152950806677905;5
2018;2;"niche_fitness";"SASO";0,0109126043226157;6
2018;2;"niche_fitness";"HOMA";0,00830964150327258;7
2018;2;"niche_fitness";"PAIN";0,000829726580807605;8
2018;3;"niche_fitness";"PUPA";0,439595251855829;1
2018;3;"niche_fitness";"CETE";0,362717581955306;2
2018;3;"niche_fitness";"CHMI";0,118993804222648;3
2018;3;"niche_fitness";"LEMA";0,0258907973664559;4
2018;3;"niche_fitness";"POMA";0,0226378733007252;5
2018;3;"niche_fitness";"BEMA";0,0141128517272465;6
2018;3;"niche_fitness";"SASO";0,00830190472922276;7
2018;3;"niche_fitness";"HOMA";0,0069195316319519;8
2018;3;"niche_fitness";"PAIN";0,000830403210615296;9
2018;4;"niche_fitness";"PUPA";0,698138844008418;1
2018;4;"niche_fitness";"LYTR";0,143681428275905;2
2018;4;"niche_fitness";"POMA";0,108835125471453;3
2018;4;"niche_fitness";"SASO";0,0308441064897655;4
2018;4;"niche_fitness";"HOMA";0,0169479528473184;5
2018;4;"niche_fitness";"PAIN";0,00155254290714023;6
2018;5;"niche_fitness";"PUPA";0,850002027080531;1
2018;5;"niche_fitness";"POMA";0,0812303326886801;2
2018;5;"niche_fitness";"BEMA";0,0285570082305186;3
2018;5;"niche_fitness";"SASO";0,0225218522448226;4
2018;5;"niche_fitness";"HOMA";0,0176887797554482;5
2018;6;"niche_fitness";"PUPA";0,944890599479855;1
2018;6;"niche_fitness";"SASO";0,0378977763725106;2
2018;6;"niche_fitness";"HOMA";0,0157549640738215;3
2018;6;"niche_fitness";"PAIN";0,00145666007381336;4
2019;1;"niche_fitness";"SASO";0,26120691745511;1
2019;1;"niche_fitness";"LEMA";0,24135989646922;2
2019;1;"niche_fitness";"POMA";0,191122986829405;3
2019;1;"niche_fitness";"PAIN";0,129120220275982;4
2019;1;"niche_fitness";"HOMA";0,0818858112979525;5
2019;1;"niche_fitness";"MESU";0,0667150573034547;6
2019;1;"niche_fitness";"MEEL";0,0285891103688752;7
2019;2;"niche_fitness";"PUPA";0,543981983906921;1
2019;2;"niche_fitness";"CETE";0,190467564566564;2
2019;2;"niche_fitness";"CHMI";0,104488072531611;3
2019;2;"niche_fitness";"LEMA";0,0365633985413243;4
2019;2;"niche_fitness";"SASO";0,0245205606419993;5
2019;2;"niche_fitness";"MESU";0,0226910273662551;6
2019;2;"niche_fitness";"BEMA";0,021708701439586;7
2019;2;"niche_fitness";"POMA";0,0214470516258356;8
2019;2;"niche_fitness";"PAIN";0,0194875240449925;9
2019;2;"niche_fitness";"HOMA";0,0107359661068258;10
2019;2;"niche_fitness";"MEEL";0,00346972016055338;11
2019;2;"niche_fitness";"SCLA";0,000438429067532012;12
2019;3;"niche_fitness";"LEMA";0,245371979309458;1
2019;3;"niche_fitness";"POMA";0,201421554259213;2
2019;3;"niche_fitness";"SASO";0,188654070535937;3
2019;3;"niche_fitness";"PAIN";0,146438306278062;4
2019;3;"niche_fitness";"MESU";0,145526076016022;5
2019;3;"niche_fitness";"HOMA";0,0725880136013077;6
2019;4;"niche_fitness";"SPRU";0,466564884917017;1
2019;4;"niche_fitness";"CETE";0,190712415667158;2
2019;4;"niche_fitness";"CHFU";0,155227973002653;3
2019;4;"niche_fitness";"SASO";0,0473341229644176;4
2019;4;"niche_fitness";"POMA";0,0431511288989358;5
2019;4;"niche_fitness";"LEMA";0,0406766338505838;6
2019;4;"niche_fitness";"HOMA";0,0137358197525737;7
2019;4;"niche_fitness";"BEMA";0,013266428075477;8
2019;4;"niche_fitness";"MESU";0,0118762100951021;9
2019;4;"niche_fitness";"PAIN";0,00882582635558232;10
2019;4;"niche_fitness";"PLCO";0,00862855642050061;11
2019;5;"niche_fitness";"CETE";0,403066831540713;1
2019;5;"niche_fitness";"LEMA";0,133323703321555;2
2019;5;"niche_fitness";"POMA";0,132807633064385;3
2019;5;"niche_fitness";"SASO";0,129653347641269;4
2019;5;"niche_fitness";"SOAS";0,0772608611579142;5
2019;5;"niche_fitness";"PAIN";0,0670492213698611;6
2019;5;"niche_fitness";"HOMA";0,0440698831693409;7
2019;5;"niche_fitness";"MEEL";0,0127685187349621;8
2019;6;"niche_fitness";"SPRU";0,673965481668873;1
2019;6;"niche_fitness";"CETE";0,127208125412265;2
2019;6;"niche_fitness";"POMA";0,0742080692922697;3
2019;6;"niche_fitness";"LEMA";0,0695119490209436;4
2019;6;"niche_fitness";"PAIN";0,0214751269251052;5
2019;6;"niche_fitness";"HOMA";0,0205540704359352;6
2019;6;"niche_fitness";"PLCO";0,0130771772446084;7
2019;7;"niche_fitness";"PUPA";0,301075261860565;1
2019;7;"niche_fitness";"SPRU";0,231973179690636;2
2019;7;"niche_fitness";"CHFU";0,1530324869025;3
2019;7;"niche_fitness";"CETE";0,121244880451081;4
2019;7;"niche_fitness";"SOAS";0,0708999374898889;5
2019;7;"niche_fitness";"LEMA";0,0580025352803893;6
2019;7;"niche_fitness";"BEMA";0,022585238387501;7
2019;7;"niche_fitness";"POMA";0,0115508207812725;8
2019;7;"niche_fitness";"MESU";0,00883831819536461;9
2019;7;"niche_fitness";"PLCO";0,0064627061987043;10
2019;7;"niche_fitness";"SASO";0,0055466710568035;11
2019;7;"niche_fitness";"PAIN";0,00421844142504034;12
2019;7;"niche_fitness";"HOMA";0,00203655436930162;13
2019;7;"niche_fitness";"POMO";0,00190005651191713;14
2019;7;"niche_fitness";"SCLA";0,000632911399035725;15
2019;8;"niche_fitness";"SPRU";0,317936404833355;1
2019;8;"niche_fitness";"CHFU";0,202462785840394;2
2019;8;"niche_fitness";"PUPA";0,182212647977351;3
2019;8;"niche_fitness";"LEMA";0,0813653859717347;4
2019;8;"niche_fitness";"SOAS";0,0696426332078115;5
2019;8;"niche_fitness";"CETE";0,0515898384007953;6
2019;8;"niche_fitness";"POMA";0,0327363633873778;7
2019;8;"niche_fitness";"BEMA";0,0162685557720551;8
2019;8;"niche_fitness";"HOMA";0,0118812932420151;9
2019;8;"niche_fitness";"SCLA";0,00896712864340591;10
2019;8;"niche_fitness";"POMO";0,00873477116266569;11
2019;8;"niche_fitness";"MESU";0,00514394122880614;12
2019;8;"niche_fitness";"SASO";0,00437380503426598;13
2019;8;"niche_fitness";"PLCO";0,00389239052094405;14
2019;8;"niche_fitness";"PAIN";0,00279205477702343;15
2019;9;"niche_fitness";"CHFU";0,354504755209757;1
2019;9;"niche_fitness";"SOAS";0,183615725495255;2
2019;9;"niche_fitness";"LEMA";0,127113706433747;3
2019;9;"niche_fitness";"POMO";0,09567007310173;4
2019;9;"niche_fitness";"POMA";0,0763173753792855;5
2019;9;"niche_fitness";"SASO";0,063586052429248;6
2019;9;"niche_fitness";"PLCO";0,0427707151771375;7
2019;9;"niche_fitness";"HOMA";0,0289565940634374;8
2019;9;"niche_fitness";"BEMA";0,014505429075501;9
2019;9;"niche_fitness";"PAIN";0,00826491136487648;10
2019;9;"niche_fitness";"MESU";0,00469466227002484;11
2015;4;"only.fitness";"PLCO";1;1
2015;5;"only.fitness";"PLCO";1;1
2016;1;"only.fitness";"LEMA";0,663325765546265;1
2016;1;"only.fitness";"PLCO";0,336674234453735;2
2016;2;"only.fitness";"LEMA";0,478047742253025;1
2016;2;"only.fitness";"SCLA";0,380414901329573;2
2016;2;"only.fitness";"PLCO";0,141537356417402;3
